#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-20T23:47:44 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-20T23:47:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/50/table3&-order=I&LEDA=LEDA&-out=Dist&-out=e_DM&-out=HV&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
#Column	e_DM	(F5.2)	[0.1/0.6] One standard deviation uncertainty in DM ({epsilon}_{mu}_) (2)	[ucd=stat.error]
#Column	HV	(I5)	[-376/34770] Heliocentric Velocity (V_h_)	[ucd=spect.dopplerVeloc;pos.heliocentric]
Dist	e_DM	HV
157.04	 0.50	11371
165.96	 0.50	12994
164.44	 0.50	 7579
129.42	 0.50	 9169
236.59	 0.50	12529
172.19	 0.50	11126
302.00	 0.50	15644
156.31	 0.50	 9767
175.39	 0.50	12045
163.68	 0.50	 8407
113.76	 0.50	 9347
125.89	 0.50	 9079
120.78	 0.50	11325
136.14	 0.50	 9470
214.78	 0.50	10884
106.66	 0.50	 9553
176.20	 0.50	11421
194.09	 0.50	10486
135.52	 0.50	 8888
167.49	 0.50	12385
257.04	 0.50	15087
186.21	 0.50	16211
207.97	 0.50	 9341
169.82	 0.50	12859
253.51	 0.50	16056
114.82	 0.50	 9796
250.03	 0.50	16186
134.28	 0.50	10965
117.49	 0.50	 8506
 67.61	 0.54	 4785
104.23	 0.50	10653
217.77	 0.50	14696
101.39	 0.50	 8328
179.47	 0.50	10129
112.72	 0.50	10718
134.28	 0.50	 8202
258.23	 0.50	15504
153.46	 0.50	11084
112.72	 0.50	 8836
216.77	 0.50	13224
169.04	 0.50	13792
263.03	 0.50	14348
207.97	 0.50	14483
218.78	 0.50	10840
 85.51	 0.50	 5444
 83.95	 0.50	 7602
132.43	 0.50	12343
258.23	 0.50	14067
137.40	 0.50	 9701
207.97	 0.50	12355
140.60	 0.50	11615
229.09	 0.50	12728
102.33	 0.50	 8194
161.44	 0.50	11978
153.46	 0.50	12222
120.23	 0.50	 7336
142.56	 0.50	 9627
140.60	 0.50	 9674
180.30	 0.50	10268
189.67	 0.50	 9214
211.84	 0.50	15091
 83.18	 0.50	 7439
396.28	 0.50	15251
 49.89	 0.50	 6821
154.17	 0.50	13533
228.03	 0.50	14135
252.35	 0.50	15572
168.27	 0.50	16313
201.37	 0.50	15531
250.03	 0.50	12971
237.68	 0.50	13953
206.06	 0.50	15902
 64.27	 0.50	 6770
143.88	 0.50	13431
100.00	 0.50	 9092
162.18	 0.50	 7687
160.69	 0.50	10621
193.20	 0.50	15004
133.66	 0.50	15884
265.46	 0.50	15411
223.87	 0.50	15694
141.91	 0.50	 8947
133.66	 0.50	10185
226.99	 0.50	13287
242.10	 0.50	15510
212.81	 0.50	14762
 99.54	 0.50	 8635
326.59	 0.50	16156
216.77	 0.50	16056
130.62	 0.50	 8146
 87.90	 0.50	 8922
137.40	 0.50	15518
145.21	 0.50	 9110
112.72	 0.50	 8215
164.44	 0.50	15532
182.81	 0.50	10684
119.67	 0.50	 8457
159.96	 0.50	13675
116.41	 0.50	 9028
210.86	 0.50	13411
117.49	 0.50	12213
101.39	 0.50	10728
195.88	 0.50	14834
130.02	 0.50	10824
123.59	 0.50	 8011
100.46	 0.50	10066
150.66	 0.50	12139
263.03	 0.50	13436
100.00	 0.50	 9148
118.03	 0.50	 7984
132.43	 0.50	 6167
263.03	 0.50	16190
208.93	 0.50	 8659
254.68	 0.50	12976
146.55	 0.50	 9902
175.39	 0.50	12997
142.56	 0.50	11559
169.82	 0.50	15654
197.70	 0.50	 9614
180.30	 0.50	11428
123.03	 0.50	 9277
242.10	 0.50	15330
208.93	 0.50	13128
165.96	 0.50	 9506
126.47	 0.50	13486
120.78	 0.50	 8554
118.03	 0.50	12799
229.09	 0.50	15190
102.33	 0.50	 9566
204.17	 0.50	13487
368.13	 0.50	12498
190.55	 0.50	11214
186.21	 0.50	10033
184.50	 0.50	12837
285.76	 0.50	13484
172.19	 0.50	11061
240.99	 0.50	10818
168.27	 0.50	15139
121.34	 0.50	 7578
149.97	 0.50	 9089
144.54	 0.50	13568
356.45	 0.50	14995
240.99	 0.50	14784
155.60	 0.50	 8443
117.49	 0.50	 8809
145.88	 0.50	11291
165.96	 0.50	 8757
142.56	 0.50	 8799
149.97	 0.50	12048
289.73	 0.50	14101
214.78	 0.50	13743
136.77	 0.50	12024
325.09	 0.50	12686
159.96	 0.50	10580
263.03	 0.50	16072
255.86	 0.50	15799
158.49	 0.50	11922
270.40	 0.50	15846
116.95	 0.50	 7722
217.77	 0.50	12684
204.17	 0.50	14082
291.07	 0.50	13247
217.77	 0.50	13934
 74.47	 0.50	 9767
113.24	 0.50	 8932
125.31	 0.50	12844
124.17	 0.50	 6681
187.93	 0.50	12525
215.77	 0.50	11946
215.77	 0.50	16330
182.81	 0.50	12602
228.03	 0.50	15440
120.78	 0.50	 9197
189.67	 0.50	11881
 77.27	 0.50	 7577
147.23	 0.50	12583
124.74	 0.50	10954
283.14	 0.50	12189
219.79	 0.50	11478
 94.19	 0.50	 7333
136.77	 0.50	 8383
126.47	 0.50	12076
147.91	 0.50	 8297
225.94	 0.50	16042
247.74	 0.50	15403
149.28	 0.50	10523
283.14	 0.50	20954
222.84	 0.50	12048
180.30	 0.50	10786
169.82	 0.50	14388
222.84	 0.50	16062
123.03	 0.50	 9037
162.93	 0.50	13371
118.03	 0.50	 8740
243.22	 0.50	16123
234.42	 0.50	15674
266.69	 0.50	15124
383.71	 0.50	14996
201.37	 0.50	11454
148.59	 0.50	12245
235.50	 0.50	16458
232.27	 0.50	14708
215.77	 0.50	15194
160.69	 0.50	 8361
106.17	 0.50	 8630
210.86	 0.50	 8890
167.49	 0.50	13997
210.86	 0.50	13600
226.99	 0.50	15053
116.95	 0.50	10964
211.84	 0.40	12962
149.28	 0.50	13368
154.17	 0.50	12505
181.97	 0.50	12438
 95.94	 0.50	 9034
263.03	 0.35	15735
207.97	 0.50	15141
153.46	 0.50	15336
103.28	 0.50	 8056
197.70	 0.50	15597
 94.19	 0.50	 7564
175.39	 0.50	12648
187.93	 0.50	12283
235.50	 0.50	16462
163.68	 0.50	12816
211.84	 0.50	14390
212.81	 0.50	11868
 39.45	 0.40	 2406
180.30	 0.50	16120
184.50	 0.50	15656
316.23	 0.50	16240
320.63	 0.50	15674
102.33	 0.50	 4408
195.88	 0.50	 9614
213.80	 0.50	14417
180.30	 0.50	13250
232.27	 0.50	 9950
178.65	 0.50	11359
184.50	 0.50	11674
202.30	 0.50	14509
187.07	 0.50	 8303
 87.10	 0.50	 8031
122.46	 0.50	 9474
353.18	 0.50	 6815
292.42	 0.50	14660
134.90	 0.50	10023
191.43	 0.50	16081
253.51	 0.50	16077
 97.27	 0.50	 7227
138.04	 0.50	15721
226.99	 0.50	13569
209.89	 0.50	15035
178.65	 0.50	 9091
154.88	 0.50	14900
154.17	 0.50	12209
341.98	 0.50	12328
169.04	 0.50	14502
157.04	 0.50	13802
 92.47	 0.50	 8907
 98.63	 0.50	 9768
235.50	 0.50	15694
143.88	 0.50	10814
254.68	 0.50	11961
165.20	 0.50	15504
170.61	 0.50	 8841
165.20	 0.50	13071
105.68	 0.50	 7745
152.76	 0.50	 8055
195.88	 0.50	14559
132.43	 0.50	15297
122.46	 0.50	 8930
 91.20	 0.50	 7798
143.88	 0.50	11004
162.93	 0.50	 6587
 94.62	 0.50	 9285
136.77	 0.50	 8993
136.14	 0.50	 9633
159.22	 0.50	 8745
159.22	 0.50	 8852
146.55	 0.50	 9620
272.90	 0.50	16323
107.65	 0.50	 7351
119.12	 0.50	 9635
136.77	 0.50	 8141
162.93	 0.50	 9578
317.69	 0.50	13327
107.65	 0.50	14113
 65.46	 0.50	 4991
121.34	 0.50	 9612
214.78	 0.50	12729
121.34	 0.50	 7500
233.35	 0.50	 9442
 89.95	 0.50	 4445
317.69	 0.50	14430
136.14	 0.50	16318
104.23	 0.50	 6605
118.58	 0.50	11556
178.65	 0.50	14303
119.67	 0.50	 8619
217.77	 0.50	14035
178.65	 0.50	12388
184.50	 0.50	13011
108.64	 0.50	 7447
187.07	 0.50	13677
224.91	 0.50	15742
206.06	 0.50	 8112
120.23	 0.50	 9854
313.33	 0.50	14288
259.42	 0.50	14637
247.74	 0.50	12804
219.79	 0.50	11864
132.43	 0.50	11373
210.86	 0.50	16349
 83.18	 0.50	 6852
146.55	 0.50	 5494
187.93	 0.50	11070
188.80	 0.50	15413
212.81	 0.50	 9792
173.78	 0.50	13514
147.91	 0.50	14090
220.80	 0.50	14752
162.93	 0.50	14268
192.31	 0.50	14152
139.96	 0.50	 9374
163.68	 0.50	13688
219.79	 0.50	14539
 98.17	 0.50	 8972
132.43	 0.50	 9429
102.80	 0.50	 7840
224.91	 0.50	10570
111.17	 0.50	 6978
116.95	 0.50	 7638
279.25	 0.50	15163
109.14	 0.50	10313
114.29	 0.50	 6324
 97.27	 0.50	 9648
159.96	 0.50	 8652
145.88	 0.50	 9611
250.03	 0.50	14197
299.23	 0.50	15772
174.58	 0.50	10113
157.76	 0.50	11579
109.14	 0.50	 8287
152.76	 0.50	15116
213.80	 0.50	12759
322.11	 0.50	13976
131.83	 0.50	12136
145.21	 0.50	11142
210.86	 0.50	15154
196.79	 0.50	15225
181.97	 0.50	10385
159.96	 0.50	15229
208.93	 0.50	 8666
181.97	 0.50	15690
263.03	 0.50	13385
136.14	 0.50	14934
223.87	 0.50	14136
162.18	 0.50	 9930
156.31	 0.50	11111
153.46	 0.50	 9183
240.99	 0.50	15344
112.20	 0.50	 9770
261.82	 0.50	15026
145.88	 0.50	12982
276.69	 0.50	14588
157.76	 0.50	 9139
184.50	 0.50	13091
 74.13	 0.50	 6593
 97.72	 0.50	 7166
220.80	 0.50	 9518
155.60	 0.50	14309
269.15	 0.50	14672
115.35	 0.50	 7451
208.93	 0.50	15342
131.83	 0.50	16256
217.77	 0.50	14811
102.80	 0.50	 7963
255.86	 0.50	14938
141.91	 0.50	10279
155.60	 0.50	14796
175.39	 0.50	16176
173.78	 0.50	10946
178.65	 0.50	14653
149.97	 0.50	 9676
100.93	 0.50	 7016
136.77	 0.50	13621
208.93	 0.50	14402
226.99	 0.20	17388
194.98	 0.50	 9589
122.46	 0.50	 9002
138.04	 0.50	13390
111.69	 0.50	 8366
187.07	 0.50	14950
168.27	 0.50	13226
369.83	 0.20	25483
 88.72	 0.50	 7501
136.14	 0.50	 9020
111.17	 0.50	11748
208.93	 0.50	12397
146.55	 0.50	13302
113.76	 0.50	 7382
316.23	 0.50	13262
165.20	 0.50	 9865
111.69	 0.50	 6195
194.98	 0.50	11390
261.82	 0.50	11616
194.09	 0.50	14165
182.81	 0.50	11313
263.03	 0.50	14488
157.04	 0.50	15277
195.88	 0.50	15731
263.03	 0.50	15106
340.41	 0.50	14286
150.66	 0.50	14780
243.22	 0.50	11701
130.62	 0.50	15146
207.97	 0.50	13875
131.83	 0.50	 9460
208.93	 0.50	12932
266.69	 0.50	12128
120.78	 0.50	13515
302.00	 0.50	15671
143.88	 0.50	10067
168.27	 0.50	14432
160.69	 0.50	10213
169.04	 0.50	13645
 94.19	 0.50	 7336
194.98	 0.50	16337
172.98	 0.50	10859
154.88	 0.50	12685
228.03	 0.50	13490
236.59	 0.50	14894
215.77	 0.50	16103
143.22	 0.50	11640
100.46	 0.50	 8406
157.76	 0.50	14083
149.28	 0.50	 8838
 78.34	 0.50	10213
181.97	 0.50	 5090
194.98	 0.50	14884
272.90	 0.50	14728
206.06	 0.50	11300
162.18	 0.50	15760
177.01	 0.50	15542
231.21	 0.50	15482
 87.90	 0.50	 5385
207.01	 0.50	14926
144.54	 0.50	14000
220.80	 0.50	11875
107.15	 0.50	 9271
172.19	 0.50	12059
111.17	 0.50	 8310
120.23	 0.50	 7574
115.88	 0.50	 7030
187.93	 0.50	13990
238.78	 0.50	12869
149.97	 0.50	14075
149.97	 0.50	11548
213.80	 0.50	14348
220.80	 0.50	14760
192.31	 0.50	14318
151.36	 0.50	 9525
108.14	 0.50	10732
201.37	 0.50	14464
235.50	 0.50	16049
184.50	 0.50	16122
172.98	 0.50	15057
 79.07	 0.50	 7579
242.10	 0.50	 9417
120.23	 0.50	 8146
157.04	 0.50	 9666
211.84	 0.50	15233
181.97	 0.50	15765
126.47	 0.50	10073
293.76	 0.50	14065
226.99	 0.50	15163
 93.33	 0.50	 8002
151.36	 0.50	10831
160.69	 0.50	14936
255.86	 0.50	11215
248.89	 0.50	15412
161.44	 0.50	 9879
136.14	 0.50	 9967
155.60	 0.50	13824
265.46	 0.50	15196
 89.54	 0.50	 5735
181.13	 0.50	14347
218.78	 0.50	14899
 80.54	 0.50	 4748
130.62	 0.50	10968
172.98	 0.50	11095
186.21	 0.50	14360
212.81	 0.40	11704
190.55	 0.50	16279
178.65	 0.50	15166
 59.43	 0.50	 4893
102.80	 0.50	11736
254.68	 0.50	10078
178.65	 0.50	11718
113.76	 0.50	 7671
201.37	 0.50	11651
157.76	 0.50	 9172
 57.28	 0.50	 5846
121.34	 0.50	 7410
163.68	 0.50	11649
 93.33	 0.50	10663
341.98	 0.50	13257
292.42	 0.50	12852
177.01	 0.50	14366
130.62	 0.50	15146
133.05	 0.50	10426
175.39	 0.50	 8639
144.54	 0.50	13532
 80.17	 0.40	 7621
219.79	 0.50	16007
106.17	 0.50	 9842
110.15	 0.50	 9247
 97.27	 0.50	 8203
176.20	 0.50	14264
194.09	 0.50	13458
103.75	 0.50	 9408
281.84	 0.50	15142
276.69	 0.50	15863
129.42	 0.50	10716
124.74	 0.50	10918
212.81	 0.50	13236
151.36	 0.50	11108
 94.62	 0.50	 5690
247.74	 0.50	14841
314.78	 0.50	15423
139.96	 0.50	 9209
132.43	 0.50	10100
232.27	 0.20	16242
163.68	 0.50	 9529
 83.18	 0.50	 6559
138.68	 0.50	10304
193.20	 0.50	 6368
200.45	 0.50	12993
233.35	 0.50	15485
127.64	 0.50	12830
138.04	 0.50	 9471
 83.95	 0.50	 5513
 87.50	 0.50	 8009
136.77	 0.50	 9943
303.39	 0.50	13961
356.45	 0.50	15596
 92.04	 0.50	 6192
199.53	 0.50	12470
155.60	 0.50	12415
374.97	 0.50	15705
195.88	 0.50	14917
164.44	 0.50	11007
204.17	 0.50	11890
191.43	 0.50	11555
139.32	 0.50	14091
139.96	 0.50	 8212
299.23	 0.50	16517
193.20	 0.50	13345
132.43	 0.50	 8353
152.76	 0.50	12029
182.81	 0.50	14159
109.65	 0.50	15046
143.88	 0.50	13085
264.24	 0.50	15220
302.00	 0.50	13092
167.49	 0.50	16416
219.79	 0.50	15013
299.23	 0.40	17150
229.09	 0.20	15260
173.78	 0.50	 9927
154.88	 0.50	12253
205.12	 0.50	15197
265.46	 0.50	29046
197.70	 0.50	14267
159.22	 0.50	14858
179.47	 0.50	14522
168.27	 0.35	11913
141.91	 0.50	13609
166.72	 0.35	12352
120.78	 0.50	12724
242.10	 0.50	15355
154.88	 0.50	12169
155.60	 0.50	12713
196.79	 0.50	16540
125.89	 0.50	11455
 92.04	 0.50	 8332
156.31	 0.50	13354
283.14	 0.50	15581
195.88	 0.50	11447
320.63	 0.20	23084
254.68	 0.50	17428
221.82	 0.50	14364
 86.70	 0.50	 8055
186.21	 0.50	14892
313.33	 0.50	15384
200.45	 0.50	11306
172.19	 0.17	14996
168.27	 0.50	16266
 98.63	 0.50	 9917
158.49	 0.50	15996
223.87	 0.50	15707
255.86	 0.50	 7708
189.67	 0.50	15596
163.68	 0.50	14706
223.87	 0.50	10645
175.39	 0.50	11175
 61.94	 0.50	 6193
124.74	 0.50	13609
232.27	 0.50	11859
118.03	 0.50	12705
177.01	 0.50	 8631
121.90	 0.50	10383
246.60	 0.50	12769
138.68	 0.50	11171
216.77	 0.50	14723
226.99	 0.50	11466
 75.51	 0.50	 7933
146.55	 0.50	12262
292.42	 0.50	14668
137.40	 0.50	11215
214.78	 0.50	14786
169.82	 0.50	12272
244.34	 0.50	16100
 84.72	 0.50	 9058
125.31	 0.50	12464
202.30	 0.50	10777
141.25	 0.50	10339
157.04	 0.50	14675
157.76	 0.50	 8722
158.49	 0.50	 9472
285.76	 0.50	15098
152.05	 0.50	10611
295.12	 0.50	11658
114.29	 0.50	 9778
201.37	 0.50	14000
180.30	 0.50	11006
219.79	 0.50	14490
112.72	 0.50	10568
179.47	 0.50	14682
123.59	 0.50	14946
130.02	 0.50	10078
255.86	 0.50	14208
 98.17	 0.50	11284
 75.86	 0.50	 9322
123.59	 0.50	 9023
172.98	 0.50	15219
311.89	 0.50	11427
121.90	 0.50	11035
141.25	 0.50	 9827
163.68	 0.50	11617
136.77	 0.50	14802
196.79	 0.50	16296
156.31	 0.50	12634
148.59	 0.50	12431
156.31	 0.50	 7722
134.28	 0.50	 8344
152.05	 0.50	11587
224.91	 0.50	12503
109.65	 0.40	 6742
265.46	 0.50	12773
123.03	 0.50	12243
276.69	 0.50	15779
237.68	 0.50	12984
162.93	 0.50	 8251
152.76	 0.50	 8786
102.33	 0.50	 7855
152.76	 0.50	 8220
123.59	 0.50	 7688
126.47	 0.50	10147
141.25	 0.50	14547
214.78	 0.50	16126
155.60	 0.50	12220
165.96	 0.50	13827
247.74	 0.50	14649
139.32	 0.50	10222
166.72	 0.50	15314
219.79	 0.50	15691
233.35	 0.50	14713
111.69	 0.50	 9073
145.88	 0.50	10392
144.54	 0.50	 8973
211.84	 0.50	14174
127.64	 0.50	 9807
120.23	 0.50	 8826
208.93	 0.50	14178
287.08	 0.50	15556
178.65	 0.50	 8381
113.24	 0.50	10403
138.68	 0.50	12001
212.81	 0.50	13344
111.69	 0.50	 8023
123.59	 0.50	10238
161.44	 0.50	11782
369.83	 0.50	16029
162.93	 0.50	10032
153.46	 0.50	14379
142.56	 0.50	 8772
108.14	 0.50	 8866
174.58	 0.50	13983
224.91	 0.50	15404
124.74	 0.50	 9557
100.46	 0.50	 5934
145.21	 0.50	10182
232.27	 0.50	13964
143.22	 0.50	 9214
196.79	 0.50	15917
200.45	 0.50	14338
172.98	 0.50	13574
172.19	 0.50	14243
178.65	 0.50	13736
101.39	 0.50	10452
195.88	 0.50	13658
207.01	 0.50	13783
208.93	 0.50	13613
118.03	 0.50	14470
127.06	 0.50	10849
164.44	 0.50	 9258
260.62	 0.50	15160
366.44	 0.50	15107
202.30	 0.50	14345
179.47	 0.50	12264
183.65	 0.50	15396
240.99	 0.50	11001
261.82	 0.50	 9783
164.44	 0.50	10730
187.07	 0.50	10987
222.84	 0.50	15013
128.82	 0.50	 9570
238.78	 0.50	15562
165.96	 0.50	13357
220.80	 0.50	14892
335.74	 0.50	16055
195.88	 0.50	14047
191.43	 0.50	12897
364.75	 0.50	15564
175.39	 0.50	11332
142.56	 0.50	 9110
114.29	 0.50	 7117
 95.50	 0.50	 9146
204.17	 0.50	15344
178.65	 0.50	 9100
221.82	 0.50	15166
105.68	 0.50	 9381
274.16	 0.50	16040
100.93	 0.50	 4848
115.35	 0.50	 8485
263.03	 0.50	15649
211.84	 0.50	14007
216.77	 0.50	 9662
103.28	 0.50	 8359
283.14	 0.50	15171
213.80	 0.50	15617
174.58	 0.50	12971
225.94	 0.50	15348
187.93	 0.50	11509
139.32	 0.50	11690
211.84	 0.50	 8857
111.69	 0.50	 6841
109.65	 0.50	 9172
216.77	 0.50	13673
174.58	 0.50	11345
169.04	 0.50	15604
172.19	 0.50	11726
195.88	 0.50	11547
162.93	 0.50	13393
246.60	 0.50	16295
 97.27	 0.50	11754
139.32	 0.50	12261
212.81	 0.50	12752
157.04	 0.50	14896
113.76	 0.50	 4536
172.98	 0.50	14613
150.66	 0.50	 9892
106.66	 0.50	 9832
136.77	 0.50	12910
145.88	 0.50	15507
157.04	 0.50	15340
139.96	 0.50	10348
254.68	 0.50	13356
198.61	 0.40	13605
104.71	 0.50	 9197
358.10	 0.50	14915
175.39	 0.50	10221
135.52	 0.50	12520
201.37	 0.50	13986
180.30	 0.50	15650
198.61	 0.50	12732
 85.90	 0.50	 6246
162.18	 0.50	 9089
138.04	 0.50	 9673
147.23	 0.50	12698
194.98	 0.50	15286
 95.06	 0.50	 8644
 94.62	 0.50	 6137
211.84	 0.50	12422
195.88	 0.50	15745
155.60	 0.50	 8781
131.22	 0.50	 9612
216.77	 0.50	15759
263.03	 0.50	13374
187.93	 0.50	15768
399.94	 0.50	15496
154.88	 0.50	14203
154.88	 0.50	13888
129.42	 0.50	14866
162.93	 0.50	10013
 86.30	 0.50	 6413
299.23	 0.50	15297
147.91	 0.50	13353
177.01	 0.50	13733
175.39	 0.50	14862
207.01	 0.50	11652
266.69	 0.50	15787
129.42	 0.50	12304
100.93	 0.50	 7649
124.17	 0.50	13642
159.22	 0.50	 9190
 95.06	 0.50	 6715
 83.56	 0.50	 7530
221.82	 0.50	14232
147.91	 0.20	11428
224.91	 0.50	11747
184.50	 0.50	14679
181.13	 0.50	15668
254.68	 0.50	12950
243.22	 0.50	15665
169.82	 0.50	13217
117.49	 0.50	16420
152.05	 0.50	11149
130.02	 0.50	13090
252.35	 0.50	15664
165.20	 0.50	 8742
351.56	 0.50	12381
 90.78	 0.50	 8548
213.80	 0.50	 6961
348.34	 0.50	16283
145.21	 0.50	13878
220.80	 0.50	14200
 82.04	 0.50	 7833
172.19	 0.50	10464
133.05	 0.50	 9066
200.45	 0.50	11596
332.66	 0.50	12976
179.47	 0.50	12641
314.78	 0.50	16123
162.18	 0.50	13945
234.42	 0.50	15646
302.00	 0.40	16133
195.88	 0.50	14667
191.43	 0.50	12335
188.80	 0.50	15310
154.88	 0.50	 9241
200.45	 0.50	 9887
146.55	 0.50	 8907
165.20	 0.50	10096
140.60	 0.50	12760
134.90	 0.50	15602
285.76	 0.50	14406
108.64	 0.50	 9208
148.59	 0.50	11720
247.74	 0.50	14690
208.93	 0.50	12900
152.76	 0.50	13418
307.61	 0.50	16206
164.44	 0.50	11989
 85.90	 0.50	 7985
135.52	 0.50	10688
 85.51	 0.50	 7691
 90.78	 0.50	 8904
420.73	 0.50	16344
162.18	 0.50	 6008
 80.17	 0.50	 5116
100.00	 0.50	 7167
217.77	 0.50	11654
112.72	 0.50	 6926
284.45	 0.50	15780
185.35	 0.50	11920
191.43	 0.50	13213
328.10	 0.50	12397
187.07	 0.50	11093
236.59	 0.50	14032
184.50	 0.50	12784
104.23	 0.50	 8001
101.39	 0.50	 9723
 82.79	 0.50	 6824
210.86	 0.50	14812
207.97	 0.50	10190
138.04	 0.50	11623
153.46	 0.50	10759
 85.51	 0.50	 6307
157.04	 0.50	 9142
252.35	 0.50	14279
160.69	 0.50	11376
129.42	 0.50	 7729
284.45	 0.50	15633
177.01	 0.50	12574
135.52	 0.50	11911
153.46	 0.50	14225
236.59	 0.50	16393
226.99	 0.50	16211
143.88	 0.50	12900
162.18	 0.50	13371
205.12	 0.50	15507
136.14	 0.50	 9157
231.21	 0.50	15013
215.77	 0.50	14614
 90.36	 0.50	 6881
150.66	 0.50	12251
215.77	 0.50	15104
 87.10	 0.50	 7760
119.67	 0.50	 8831
171.40	 0.50	 9884
202.30	 0.50	16097
145.88	 0.50	11533
225.94	 0.50	15954
229.09	 0.50	15195
184.50	 0.50	 9449
297.85	 0.50	14374
285.76	 0.50	16440
140.60	 0.50	 8706
222.84	 0.50	16258
198.61	 0.50	 9109
217.77	 0.50	14169
 55.98	 0.54	 2739
238.78	 0.50	11835
124.74	 0.40	11060
231.21	 0.50	14585
217.77	 0.50	12073
207.01	 0.50	15410
195.88	 0.50	10106
104.71	 0.40	 9345
158.49	 0.50	12844
226.99	 0.50	14619
271.64	 0.50	15973
263.03	 0.50	14879
242.10	 0.50	16085
166.72	 0.50	14692
123.59	 0.50	 7826
270.40	 0.50	13024
141.91	 0.50	12857
207.01	 0.50	13600
127.64	 0.50	 5777
182.81	 0.50	12345
223.87	 0.50	11834
269.15	 0.50	14156
 82.41	 0.50	 4999
173.78	 0.50	13512
341.98	 0.50	14862
149.97	 0.50	 9503
299.23	 0.50	15818
 80.17	 0.50	 6850
160.69	 0.50	10415
266.69	 0.50	16032
152.76	 0.50	12386
127.64	 0.50	 9452
250.03	 0.50	13037
167.49	 0.50	15210
169.82	 0.50	 9426
179.47	 0.50	13313
104.71	 0.50	11123
244.34	 0.50	11422
252.35	 0.40	17417
122.46	 0.50	 8948
165.96	 0.50	15523
134.90	 0.50	 4586
 82.79	 0.50	 6878
190.55	 0.50	11035
299.23	 0.50	11070
 68.87	 0.50	 7633
307.61	 0.50	11485
209.89	 0.50	 9764
107.65	 0.40	 5130
 76.56	 0.40	 5130
239.88	 0.50	12369
163.68	 0.50	12470
236.59	 0.50	15628
 94.62	 0.50	 8027
194.09	 0.50	11919
116.41	 0.50	14133
139.96	 0.50	13241
131.22	 0.50	12580
237.68	 0.50	12067
260.62	 0.50	13197
100.00	 0.50	12460
265.46	 0.50	15367
220.80	 0.50	15129
127.06	 0.50	12208
225.94	 0.50	13296
494.31	 0.50	16335
192.31	 0.50	12645
 71.12	 0.50	 7451
147.91	 0.50	 6800
129.42	 0.50	 6149
203.24	 0.50	13692
296.48	 0.50	15386
216.77	 0.50	10996
198.61	 0.50	15307
184.50	 0.50	13371
242.10	 0.50	15268
285.76	 0.50	15969
125.31	 0.50	 8099
140.60	 0.50	10978
210.86	 0.50	14509
195.88	 0.50	14976
244.34	 0.40	18685
 97.72	 0.50	 9614
261.82	 0.50	16316
 74.47	 0.50	 7475
184.50	 0.50	16134
292.42	 0.50	15541
163.68	 0.50	 9314
167.49	 0.50	13175
203.24	 0.50	16277
131.83	 0.50	14723
170.61	 0.50	14096
171.40	 0.50	11364
167.49	 0.50	14405
141.91	 0.50	11281
 84.72	 0.50	 5522
316.23	 0.50	16012
246.60	 0.50	15774
127.64	 0.50	14024
137.40	 0.50	 8659
146.55	 0.50	15768
275.42	 0.50	15224
149.97	 0.50	10965
181.97	 0.50	13755
141.91	 0.50	12804
150.66	 0.50	16289
102.80	 0.50	 9198
 94.62	 0.50	13684
146.55	 0.50	 8183
135.52	 0.50	 7126
 98.63	 0.50	 6844
255.86	 0.50	14835
116.41	 0.50	 9464
163.68	 0.50	12983
208.93	 0.50	12525
118.58	 0.50	 7133
202.30	 0.50	14676
198.61	 0.50	13333
172.19	 0.50	13052
143.88	 0.40	15691
107.15	 0.50	 7449
